t,Mach Number,cg (in),cp (in)
0.0,0.6594326680135199,104.61126458280552,183.40684071591417
0.01,0.6602363266531124,104.60842816799368,183.4088099687582
0.02,0.6629026178700004,104.6034388189975,183.41549813677523
0.03,0.6655717993280791,104.59775514431541,183.42243631935722
0.04,0.6682429717457569,104.5920644419064,183.42962873459487
0.05,0.6709165011164117,104.58636728537971,183.4370829061216
0.06,0.6735923986674666,104.5806627708792,183.44480550855488
0.07,0.676270590493723,104.57495165349194,183.45280301062834
0.08,0.6789510976745088,104.56923374969426,183.46108219226994
0.09,0.681633927433491,104.56350864157156,183.46964983483335
0.1,0.6843190795765027,104.55777704326913,183.47851273039197
0.11,0.6870065539004466,104.55203819319955,183.4876776979073
0.12,0.6896963502022256,104.54629255935819,183.49715157739735
0.13,0.6923884682787425,104.54054025182761,183.50694122379156
0.14,0.6950829079269,104.5347805524014,183.517053500495
0.15,0.6977796689436011,104.52901432653388,183.5274952726605
0.16,0.7004787511257485,104.52324096565214,183.53827340016588
0.17,0.7031801542702452,104.51746062914197,183.54939473029486
0.18,0.7058838781739938,104.51167374223387,183.56086609012
0.19,0.7085899226338972,104.50587926486334,183.57269427858606
0.2,0.7112982874468583,104.50007822458953,183.58488605829604
0.21,0.7140089724097798,104.49427017662222,183.59744814699823
0.22,0.7167219773195647,104.48845495017487,183.61038720877596
0.23,0.7194373019295991,104.48263313923665,183.62370984472574
0.24,0.7221549457145098,104.47680386420114,183.6374225823251
0.25,0.7248749080389801,104.47096782162343,183.65153186643246
0.26,0.7275971882674259,104.46512490926202,183.6660440498206
0.27,0.7303217857642631,104.45927460455071,183.68096538291522
0.28,0.7330486998939075,104.45341767856712,183.69630200325696
0.29,0.7357779300207749,104.44755343041145,183.71205992469652
0.3,0.7385094755092811,104.44168219657112,183.72824502632798
0.31,0.741243335723842,104.43580424146718,183.74486304117013
0.32,0.7439795100288736,104.4299186691022,183.76191954460498
0.33,0.7467179977887914,104.42402643848096,183.7794199425817
0.34,0.7494587983680117,104.41812703822033,183.797369459602
0.35000000000000003,0.7522019111309499,104.41222042309303,183.81577312649173
0.36,0.754947335442022,104.40630712781555,183.83463576797897
0.37,0.7576950706656439,104.40038621537762,183.85396199008838
0.38,0.7604451161228858,104.39445848945816,183.87375616705202
0.39,0.7631974708237355,104.38852375706023,183.89402242635643
0.4,0.765952133642298,104.3825815695514,183.91476463675738
0.41000000000000003,0.7687091034521104,104.37663266458563,183.9359863960418
0.42,0.7714683791267094,104.37067630961779,183.95769101775596
0.43,0.774229959539632,104.36471289666672,183.97988151785728
0.44,0.7769938435644149,104.35874265104687,184.0025606013092
0.45,0.7797600300745949,104.35276469898734,184.02573064864697
0.46,0.782528517943709,104.34677999195944,184.0493937025334
0.47000000000000003,0.785299306045294,104.34078801273321,184.07355145433104
0.48,0.7880723932528865,104.33478871993985,184.09820523071687
0.49,0.7908477784400235,104.32878264997468,184.1233559803614
0.5,0.793625460480242,104.32276886909803,184.14900426070605
0.51,0.7964054382470784,104.3167481665543,184.1751502248584
0.52,0.79918771061407,104.3107203802814,184.20179360864213
0.53,0.8019722761234996,104.30468501375341,184.22893371456775
0.54,0.8047591306470431,104.29864283221617,184.25656937559575
0.55,0.8075482687664611,104.29259313221421,184.2846989546102
0.56,0.8103396850551506,104.2865362396168,184.3133203445724
0.5700000000000001,0.8131333740865082,104.28047246244445,184.3424309569202
0.58,0.8159293304339305,104.27440082720351,184.37202771023541
0.59,0.8187275486708143,104.26832233890919,184.40210701929993
0.6,0.8215280233705565,104.26223653527795,184.4326647845679
0.61,0.8243307491065536,104.2561432570004,184.46369638209293
0.62,0.8271357204522024,104.25004310315364,184.4951966539399
0.63,0.8299429319808996,104.24393520398424,184.52715989911843
0.64,0.832752378266042,104.23782021265684,184.55957986507008
0.65,0.8355640538810262,104.23169811982044,184.59244973974444
0.66,0.838377953399249,104.22556825914349,184.62576214429586
0.67,0.8411940713941072,104.2194314845241,184.65950912643515
0.68,0.8440124020453295,104.21328718236583,184.69368214966727
0.6900000000000001,0.8468329359556223,104.20713549063402,184.72827204852558
0.7000000000000001,0.8496556618200339,104.20097686225114,184.7632690425275
0.71,0.8524805683157712,104.19481028104761,184.79866275519012
0.72,0.8553076441200413,104.18863668763076,184.8344422115997
0.73,0.8581368779100511,104.18245579517286,184.87059583662705
0.74,0.8609682583630074,104.1762672045659,184.90711145403571
0.75,0.8638017741561174,104.17007163860364,184.94397628650478
0.76,0.8666374139665878,104.16386835225578,184.9811769565949
0.77,0.8694751664716257,104.15765774091481,185.01869948867702
0.78,0.8723150203484381,104.15144006976278,185.05652931184807
0.79,0.8751569642742318,104.1452143807064,185.0946512638506
0.8,0.8780009869262139,104.1389816773808,185.1330495960163
0.81,0.8808470769815913,104.13274149683123,185.1717079792475
0.8200000000000001,0.8836952231175709,104.12649366733358,185.2106095110495
0.8300000000000001,0.8865454140113597,104.12023880054114,185.24973672362853
0.84,0.8893976383401646,104.11397603981709,185.28907159305882
0.85,0.8922518847811927,104.10770599823584,185.32859554953072
0.86,0.8951081420116509,104.10142873333639,185.3682894886795
0.87,0.8979663987087461,104.09514348433949,185.4081337840011
0.88,0.9008266435496852,104.0888511588001,185.44810830034814
0.89,0.9036888652116752,104.0825511971462,185.48819240850784
0.9,0.9065530523719232,104.07624361530482,185.52836500085226
0.91,0.909419193707636,104.06992893369996,185.56860450805175
0.92,0.9122872778960207,104.06360620385942,185.60888891684118
0.93,0.9151572936142843,104.0572762169052,185.64919578882365
0.9400000000000001,0.9180292298758296,104.05093886240816,185.68950228500762
0.9500000000000001,0.9209030770025528,104.04459353718592,185.72978520021033
0.96,0.9237788256346454,104.03824107261703,185.77002097079284
0.97,0.9266564664122988,104.03188083227421,185.81018569277333
0.98,0.9295359899757041,104.02551298011886,185.85025514532654
0.99,0.9324173869650527,104.01913796519952,185.8902048151688
1.0,0.935300648020536,104.01275476691931,185.930009921796
1.01,0.9381857637823452,104.0063643149332,185.9696454435342
1.02,0.9410727248906717,103.99996637039845,186.00908614436668
1.03,0.9439615219857067,103.99356044813345,186.0483066014951
1.04,0.9468521457076416,103.98714732318425,186.0872812335898
1.05,0.9497445866966678,103.980726301967,186.1259843296823
1.06,0.9526388355929766,103.97429765698608,186.1643900786524
1.07,0.955534883036759,103.96786178570636,186.20247259925807
1.08,0.9584327196682068,103.96141761505159,186.24020597065524
1.09,0.961332336127511,103.95496617382459,186.27756426335125
1.1,0.964233723054863,103.94850713419333,186.3145215705378
1.11,0.9671368710904541,103.94204008951196,186.35105203974166
1.12,0.9700417708744756,103.93556577827296,186.3871299047351
1.1300000000000001,0.972948413047119,103.92908346936647,186.4227295176463
1.1400000000000001,0.9758567882485754,103.92259350448361,186.4578253812026
1.1500000000000001,0.978766887119036,103.91609624923048,186.49239218104677
1.16,0.9816787002986924,103.90959059762628,186.52640481806293
1.17,0.9845922184277359,103.90307763837626,186.5598384406419
1.18,0.9875074321463578,103.89655699394292,186.59266847682744
1.19,0.9904243322037241,103.89002829689231,186.62487066746124
1.2,0.993342919231684,103.88349226887266,186.656421202268
