t,Mach Number,cg (in),cp (in)
6.73,0.981778531,113.0145773,186.5275605
6.74,0.981396281,113.0145773,186.5231317
6.75,0.981014194,113.0145773,186.5186946
6.76,0.98063227,113.0145773,186.5142492
6.77,0.98025051,113.0145773,186.5097956
6.78,0.979868913,113.0145773,186.5053337
6.79,0.979487478,113.0145773,186.5008638
6.8,0.979106207,113.0145773,186.4963858
6.81,0.978725099,113.0145773,186.4918998
6.82,0.978344154,113.0145773,186.4874059
6.83,0.977963371,113.0145773,186.4829042
6.84,0.977582751,113.0145773,186.4783947
6.85,0.977202294,113.0145773,186.4738774
6.86,0.976822,113.0145773,186.4693525
6.87,0.976441868,113.0145773,186.46482
6.88,0.976061898,113.0145773,186.46028
6.89,0.975682091,113.0145773,186.4557326
6.9,0.975302447,113.0145773,186.4511777
6.91,0.974922964,113.0145773,186.4466155
6.92,0.974543644,113.0145773,186.442046
6.93,0.974164486,113.0145773,186.4374694
6.94,0.973785491,113.0145773,186.4328856
6.95,0.973406657,113.0145773,186.4282947
6.96,0.973027985,113.0145773,186.4236968
6.97,0.972649475,113.0145773,186.419092
6.98,0.972271128,113.0145773,186.4144803
6.99,0.971892941,113.0145773,186.4098618
7,0.971514917,113.0145773,186.4052366
7.01,0.971137054,113.0145773,186.4006046
7.02,0.970759353,113.0145773,186.3959661
7.03,0.970381814,113.0145773,186.3913209
7.04,0.970004436,113.0145773,186.3866693
7.05,0.969627219,113.0145773,186.3820113
7.06,0.969250164,113.0145773,186.3773469
7.07,0.96887327,113.0145773,186.3726762
7.08,0.968496538,113.0145773,186.3679992
7.09,0.968119966,113.0145773,186.3633161
7.1,0.967743556,113.0145773,186.3586269
7.11,0.967367307,113.0145773,186.3539316
7.12,0.966991219,113.0145773,186.3492304
7.13,0.966615291,113.0145773,186.3445232
7.14,0.966239525,113.0145773,186.3398102
7.15,0.965863919,113.0145773,186.3350913
7.16,0.965488474,113.0145773,186.3303668
7.17,0.96511319,113.0145773,186.3256365
7.18,0.964738066,113.0145773,186.3209007
7.19,0.964363103,113.0145773,186.3161593
7.2,0.9639883,113.0145773,186.3114125
7.21,0.963613657,113.0145773,186.3066602
7.22,0.963239174,113.0145773,186.3019025
7.23,0.962864849,113.0145773,186.2971395
7.24,0.962490684,113.0145773,186.2923713
7.25,0.962116677,113.0145773,186.2875979
7.26,0.961742828,113.0145773,186.2828193
7.27,0.961369137,113.0145773,186.2780357
7.28,0.960995603,113.0145773,186.2732471
7.29,0.960622227,113.0145773,186.2684535
7.3,0.960249007,113.0145773,186.263655
7.31,0.959875944,113.0145773,186.2588517
7.32,0.959503037,113.0145773,186.2540435
7.33,0.959130286,113.0145773,186.2492307
7.34,0.958757691,113.0145773,186.2444131
7.35,0.95838525,113.0145773,186.239591
7.36,0.958012965,113.0145773,186.2347643
7.37,0.957640834,113.0145773,186.2299331
7.38,0.957268857,113.0145773,186.2250975
7.39,0.956897034,113.0145773,186.2202574
7.4,0.956525365,113.0145773,186.2154131
7.41,0.956153848,113.0145773,186.2105644
7.42,0.955782485,113.0145773,186.2057116
7.43,0.955411274,113.0145773,186.2008546
7.44,0.955040215,113.0145773,186.1959935
7.45,0.954669308,113.0145773,186.1911283
7.46,0.954298553,113.0145773,186.1862592
7.47,0.953927949,113.0145773,186.1813861
7.48,0.953557495,113.0145773,186.1765091
7.49,0.953187193,113.0145773,186.1716283
7.5,0.95281704,113.0145773,186.1667437
7.51,0.952447037,113.0145773,186.1618554
7.52,0.952077184,113.0145773,186.1569635
7.53,0.95170748,113.0145773,186.1520679
7.54,0.951337924,113.0145773,186.1471688
7.55,0.950968518,113.0145773,186.1422662
7.56,0.950599259,113.0145773,186.1373602
7.57,0.950230148,113.0145773,186.1324507
7.58,0.949861185,113.0145773,186.1275379
7.59,0.949492369,113.0145773,186.1226219
7.6,0.9491237,113.0145773,186.1177026
7.61,0.948755177,113.0145773,186.1127802
7.62,0.948386801,113.0145773,186.1078546
7.63,0.94801857,113.0145773,186.1029259
7.64,0.947650485,113.0145773,186.0979943
7.65,0.947282545,113.0145773,186.0930597
7.66,0.94691475,113.0145773,186.0881222
7.67,0.946547099,113.0145773,186.0831818
7.68,0.946179593,113.0145773,186.0782386
7.69,0.94581223,113.0145773,186.0732927
7.7,0.945445011,113.0145773,186.0683441
7.71,0.945077936,113.0145773,186.0633928
7.72,0.944711003,113.0145773,186.0584389
7.73,0.944344212,113.0145773,186.0534825
7.74,0.943977564,113.0145773,186.0485237
7.75,0.943611057,113.0145773,186.0435623
7.76,0.943244692,113.0145773,186.0385986
7.77,0.942878469,113.0145773,186.0336326
7.78,0.942512386,113.0145773,186.0286643
7.79,0.942146443,113.0145773,186.0236937
7.8,0.941780641,113.0145773,186.018721
7.81,0.941414979,113.0145773,186.0137461
7.82,0.941049456,113.0145773,186.0087692
7.83,0.940684072,113.0145773,186.0037902
7.84,0.940318828,113.0145773,185.9988093
7.85,0.939953721,113.0145773,185.9938264
7.86,0.939588753,113.0145773,185.9888417
7.87,0.939223923,113.0145773,185.9838551
7.88,0.938859231,113.0145773,185.9788667
7.89,0.938494675,113.0145773,185.9738766
7.9,0.938130256,113.0145773,185.9688849
7.91,0.937765974,113.0145773,185.9638915
7.92,0.937401828,113.0145773,185.9588965
7.93,0.937037818,113.0145773,185.9539
7.94,0.936673944,113.0145773,185.948902
7.95,0.936310204,113.0145773,185.9439026
7.96,0.9359466,113.0145773,185.9389018
7.97,0.935583129,113.0145773,185.9338996
7.98,0.935219793,113.0145773,185.9288962
7.99,0.934856589,113.0145773,185.9238915
8,0.934493519,113.0145773,185.9188856
8.01,0.934130582,113.0145773,185.9138786
8.02,0.933767777,113.0145773,185.9088705
8.03,0.933405103,113.0145773,185.9038612
8.04,0.933042561,113.0145773,185.898851
8.05,0.93268015,113.0145773,185.8938398
8.06,0.93231787,113.0145773,185.8888277
8.07,0.931955719,113.0145773,185.8838148
8.08,0.931593698,113.0145773,185.8788009
8.09,0.931231807,113.0145773,185.8737863
8.1,0.930870044,113.0145773,185.868771
8.11,0.93050841,113.0145773,185.863755
8.12,0.930146904,113.0145773,185.8587383
8.13,0.929785526,113.0145773,185.853721
8.14,0.929424274,113.0145773,185.8487031
8.15,0.92906315,113.0145773,185.8436848
8.16,0.928702152,113.0145773,185.8386659
8.17,0.92834128,113.0145773,185.8336467
8.18,0.927980533,113.0145773,185.828627
8.19,0.927619911,113.0145773,185.823607
8.2,0.927259415,113.0145773,185.8185868
8.21,0.926899042,113.0145773,185.8135662
8.22,0.926538793,113.0145773,185.8085455
8.23,0.926178668,113.0145773,185.8035246
8.24,0.925818666,113.0145773,185.7985035
8.25,0.925458786,113.0145773,185.7934824
8.26,0.925099029,113.0145773,185.7884613
8.27,0.924739393,113.0145773,185.7834401
8.28,0.924379879,113.0145773,185.778419
8.29,0.924020486,113.0145773,185.773398
8.3,0.923661213,113.0145773,185.7683771
8.31,0.92330206,113.0145773,185.7633564
8.32,0.922943027,113.0145773,185.758336
8.33,0.922584113,113.0145773,185.7533157
8.34,0.922225318,113.0145773,185.7482958
8.35,0.921866642,113.0145773,185.7432762
8.36,0.921508084,113.0145773,185.738257
8.37,0.921149643,113.0145773,185.7332382
8.38,0.920791319,113.0145773,185.7282199
8.39,0.920433112,113.0145773,185.7232021
8.4,0.920075022,113.0145773,185.7181848
8.41,0.919717047,113.0145773,185.7131681
8.42,0.919359188,113.0145773,185.7081521
8.43,0.919001444,113.0145773,185.7031367
8.44,0.918643815,113.0145773,185.698122
8.45,0.9182863,113.0145773,185.6931081
8.46,0.917928899,113.0145773,185.6880949
8.47,0.917571611,113.0145773,185.6830826
8.48,0.917214437,113.0145773,185.6780711
8.49,0.916857375,113.0145773,185.6730605
8.5,0.916500425,113.0145773,185.6680509
8.51,0.916143587,113.0145773,185.6630423
8.52,0.91578686,113.0145773,185.6580346
8.53,0.915430244,113.0145773,185.6530281
8.54,0.915073739,113.0145773,185.6480226
8.55,0.914717344,113.0145773,185.6430183
8.56,0.914361058,113.0145773,185.6380151
8.57,0.914004882,113.0145773,185.6330132
8.58,0.913648814,113.0145773,185.6280125
8.59,0.913292855,113.0145773,185.6230131
8.6,0.912937004,113.0145773,185.618015
8.61,0.912581261,113.0145773,185.6130182
8.62,0.912225625,113.0145773,185.6080229
8.63,0.911870095,113.0145773,185.603029
8.64,0.911514672,113.0145773,185.5980366
8.65,0.911159355,113.0145773,185.5930457
8.66,0.910804144,113.0145773,185.5880563
8.67,0.910449037,113.0145773,185.5830686
8.68,0.910094035,113.0145773,185.5780824
8.69,0.909739137,113.0145773,185.5730979
8.7,0.909384344,113.0145773,185.5681151
8.71,0.909029653,113.0145773,185.563134
8.72,0.908675066,113.0145773,185.5581547
8.73,0.908320581,113.0145773,185.5531771
8.74,0.907966198,113.0145773,185.5482014
8.75,0.907611917,113.0145773,185.5432276
8.76,0.907257737,113.0145773,185.5382557
8.77,0.906903657,113.0145773,185.5332857
8.78,0.906549679,113.0145773,185.5283177
8.79,0.906195799,113.0145773,185.5233516
8.8,0.90584202,113.0145773,185.5183877
8.81,0.905488339,113.0145773,185.5134258
8.82,0.905134757,113.0145773,185.508466
8.83,0.904781273,113.0145773,185.5035083
8.84,0.904427887,113.0145773,185.4985528
8.85,0.904074598,113.0145773,185.4935995
8.86,0.903721406,113.0145773,185.4886485
8.87,0.90336831,113.0145773,185.4836998
8.88,0.90301531,113.0145773,185.4787533
8.89,0.902662405,113.0145773,185.4738092
8.9,0.902309596,113.0145773,185.4688675
8.91,0.901956881,113.0145773,185.4639281
8.92,0.901604261,113.0145773,185.4589912
8.93,0.901251734,113.0145773,185.4540568
8.94,0.9008993,113.0145773,185.4491249
8.95,0.900546959,113.0145773,185.4441955
8.96,0.900194711,113.0145773,185.4392687
8.97,0.899842554,113.0145773,185.4343445
8.98,0.89949049,113.0145773,185.4294229
8.99,0.899138516,113.0145773,185.4245039
9,0.898786633,113.0145773,185.4195877
9.01,0.89843484,113.0145773,185.4146742
9.02,0.898083137,113.0145773,185.4097634
9.03,0.897731523,113.0145773,185.4048555
9.04,0.897379998,113.0145773,185.3999503
9.05,0.897028561,113.0145773,185.395048
9.06,0.896677213,113.0145773,185.3901485
9.07,0.896325952,113.0145773,185.385252
9.08,0.895974778,113.0145773,185.3803584
9.09,0.895623691,113.0145773,185.3754678
9.1,0.89527269,113.0145773,185.3705802
9.11,0.894921775,113.0145773,185.3656956
9.12,0.894570946,113.0145773,185.360814
9.13,0.894220201,113.0145773,185.3559356
9.14,0.893869541,113.0145773,185.3510602
9.15,0.893518965,113.0145773,185.346188
9.16,0.893168472,113.0145773,185.341319
9.17,0.892818063,113.0145773,185.3364532
9.18,0.892467736,113.0145773,185.3315906
9.19,0.892117492,113.0145773,185.3267312
9.2,0.89176733,113.0145773,185.3218752
9.21,0.891417249,113.0145773,185.3170224
9.22,0.891067249,113.0145773,185.312173
9.23,0.890717329,113.0145773,185.307327
9.24,0.89036749,113.0145773,185.3024844
9.25,0.89001773,113.0145773,185.2976452
9.26,0.88966805,113.0145773,185.2928095
9.27,0.889318448,113.0145773,185.2879772
9.28,0.888968925,113.0145773,185.2831485
9.29,0.888619479,113.0145773,185.2783233
9.3,0.888270111,113.0145773,185.2735016
9.31,0.88792082,113.0145773,185.2686836
9.32,0.887571606,113.0145773,185.2638691
9.33,0.887222467,113.0145773,185.2590583
9.34,0.886873405,113.0145773,185.2542512
9.35,0.886524418,113.0145773,185.2494478
9.36,0.886175505,113.0145773,185.2446481
9.37,0.885826667,113.0145773,185.2398522
9.38,0.885477903,113.0145773,185.23506
9.39,0.885129213,113.0145773,185.2302716
9.4,0.884780595,113.0145773,185.2254871
9.41,0.88443205,113.0145773,185.2207064
9.42,0.884083578,113.0145773,185.2159296
9.43,0.883735177,113.0145773,185.2111567
9.44,0.883386847,113.0145773,185.2063877
9.45,0.883038588,113.0145773,185.2016227
9.46,0.8826904,113.0145773,185.1968616
9.47,0.882342282,113.0145773,185.1921046
9.48,0.881994234,113.0145773,185.1873516
9.49,0.881646256,113.0145773,185.1826026
9.5,0.881298347,113.0145773,185.1778578
9.51,0.880950507,113.0145773,185.173117
9.52,0.880602736,113.0145773,185.1683804
9.53,0.880255033,113.0145773,185.163648
9.54,0.879907399,113.0145773,185.1589197
9.55,0.879559832,113.0145773,185.1541957
9.56,0.879212333,113.0145773,185.1494759
9.57,0.878864901,113.0145773,185.1447604
9.58,0.878517537,113.0145773,185.1400491
9.59,0.878170238,113.0145773,185.1353422
9.6,0.877823007,113.0145773,185.1306396
9.61,0.877475841,113.0145773,185.1259414
9.62,0.877128741,113.0145773,185.1212476
9.63,0.876781706,113.0145773,185.1165582
9.64,0.876434737,113.0145773,185.1118732
9.65,0.876087833,113.0145773,185.1071927
9.66,0.875740993,113.0145773,185.1025167
9.67,0.875394217,113.0145773,185.0978452
9.68,0.875047506,113.0145773,185.0931783
9.69,0.874700858,113.0145773,185.0885159
9.7,0.874354273,113.0145773,185.0838581
9.71,0.874007752,113.0145773,185.0792049
9.72,0.873661293,113.0145773,185.0745563
9.73,0.873314897,113.0145773,185.0699124
9.74,0.872968563,113.0145773,185.0652731
9.75,0.872622291,113.0145773,185.0606386
9.76,0.87227608,113.0145773,185.0560088
9.77,0.871929931,113.0145773,185.0513837
9.78,0.871583842,113.0145773,185.0467634
9.79,0.871237815,113.0145773,185.0421479
9.8,0.870891847,113.0145773,185.0375372
9.81,0.87054594,113.0145773,185.0329313
9.82,0.870200093,113.0145773,185.0283303
9.83,0.869854305,113.0145773,185.0237342
9.84,0.869508576,113.0145773,185.0191429
9.85,0.869162906,113.0145773,185.0145566
9.86,0.868817295,113.0145773,185.0099753
9.87,0.868471742,113.0145773,185.0053989
9.88,0.868126247,113.0145773,185.0008275
9.89,0.86778081,113.0145773,184.9962611
9.9,0.86743543,113.0145773,184.9916997
9.91,0.867090107,113.0145773,184.9871434
9.92,0.866744841,113.0145773,184.9825922
9.93,0.866399632,113.0145773,184.978046
9.94,0.866054478,113.0145773,184.973505
9.95,0.865709381,113.0145773,184.9689691
9.96,0.865364339,113.0145773,184.9644383
9.97,0.865019353,113.0145773,184.9599127
9.98,0.864674421,113.0145773,184.9553923
9.99,0.864329544,113.0145773,184.9508772
10,0.863984722,113.0145773,184.9463672
10.01,0.863639954,113.0145773,184.9418625
10.02,0.863295239,113.0145773,184.9373631
10.03,0.862950578,113.0145773,184.932869
10.04,0.86260597,113.0145773,184.9283802
10.05,0.862261415,113.0145773,184.9238967
10.06,0.861916913,113.0145773,184.9194186
10.07,0.861572463,113.0145773,184.9149458
10.08,0.861228065,113.0145773,184.9104784
10.09,0.860883719,113.0145773,184.9060164
10.1,0.860539424,113.0145773,184.9015599
10.11,0.86019518,113.0145773,184.8971088
10.12,0.859850987,113.0145773,184.8926631
10.13,0.859506844,113.0145773,184.888223
10.14,0.859162752,113.0145773,184.8837883
10.15,0.85881871,113.0145773,184.8793592
10.16,0.858474717,113.0145773,184.8749355
10.17,0.858130774,113.0145773,184.8705175
10.18,0.857786879,113.0145773,184.866105
10.19,0.857443033,113.0145773,184.8616981
10.2,0.857099236,113.0145773,184.8572967
10.21,0.856755487,113.0145773,184.852901
10.22,0.856411786,113.0145773,184.848511
10.23,0.856068133,113.0145773,184.8441266
10.24,0.855724527,113.0145773,184.8397479
10.25,0.855380968,113.0145773,184.8353749
10.26,0.855037457,113.0145773,184.8310076
10.27,0.854693993,113.0145773,184.826646
10.28,0.854350576,113.0145773,184.8222902
10.29,0.854007206,113.0145773,184.8179401
10.3,0.853663882,113.0145773,184.8135958
10.31,0.853320604,113.0145773,184.8092573
10.32,0.852977372,113.0145773,184.8049247
10.33,0.852634187,113.0145773,184.8005978
10.34,0.852291047,113.0145773,184.7962769
10.35,0.851947952,113.0145773,184.7919618
10.36,0.851604904,113.0145773,184.7876525
10.37,0.8512619,113.0145773,184.7833492
10.38,0.850918941,113.0145773,184.7790518
10.39,0.850576027,113.0145773,184.7747604
10.4,0.850233158,113.0145773,184.7704749
10.41,0.849890333,113.0145773,184.7661953
10.42,0.849547552,113.0145773,184.7619218
10.43,0.849204816,113.0145773,184.7576542
10.44,0.848862123,113.0145773,184.7533927
10.45,0.848519474,113.0145773,184.7491372
10.46,0.848176869,113.0145773,184.7448878
10.47,0.847834306,113.0145773,184.7406444
10.48,0.847491787,113.0145773,184.7364071
10.49,0.847149311,113.0145773,184.7321758
10.5,0.846806878,113.0145773,184.7279507
10.51,0.846464488,113.0145773,184.7237317
10.52,0.846122139,113.0145773,184.7195189
10.53,0.845779833,113.0145773,184.7153122
10.54,0.845437569,113.0145773,184.7111117
10.55,0.845095347,113.0145773,184.7069174
10.56,0.844753166,113.0145773,184.7027292
10.57,0.844411027,113.0145773,184.6985473
10.58,0.84406893,113.0145773,184.6943716
10.59,0.843726873,113.0145773,184.6902021
10.6,0.843384857,113.0145773,184.6860389
10.61,0.843042882,113.0145773,184.681882
10.62,0.842700948,113.0145773,184.6777313
10.63,0.842359053,113.0145773,184.6735869
10.64,0.8420172,113.0145773,184.6694489
10.65,0.841675386,113.0145773,184.6653172
10.66,0.841333611,113.0145773,184.6611918
10.67,0.840991877,113.0145773,184.6570727
10.68,0.840650181,113.0145773,184.65296
10.69,0.840308526,113.0145773,184.6488537
10.7,0.839966909,113.0145773,184.6447538
10.71,0.839625331,113.0145773,184.6406603
10.72,0.839283791,113.0145773,184.6365731
10.73,0.83894229,113.0145773,184.6324925
10.74,0.838600828,113.0145773,184.6284182
10.75,0.838259403,113.0145773,184.6243504
10.76,0.837918017,113.0145773,184.6202891
10.77,0.837576668,113.0145773,184.6162342
10.78,0.837235357,113.0145773,184.6121858
10.79,0.836894083,113.0145773,184.6081439
10.8,0.836552847,113.0145773,184.6041085
10.81,0.836211647,113.0145773,184.6000797
10.82,0.835870484,113.0145773,184.5960574
10.83,0.835529358,113.0145773,184.5920416
10.84,0.835188268,113.0145773,184.5880323
10.85,0.834847215,113.0145773,184.5840297
10.86,0.834506197,113.0145773,184.5800336
10.87,0.834165216,113.0145773,184.5760441
10.88,0.83382427,113.0145773,184.5720612
10.89,0.83348336,113.0145773,184.5680849
10.9,0.833142485,113.0145773,184.5641152
10.91,0.832801645,113.0145773,184.5601522
10.92,0.83246084,113.0145773,184.5561958
10.93,0.83212007,113.0145773,184.552246
10.94,0.831779335,113.0145773,184.5483029
10.95,0.831438634,113.0145773,184.5443665
10.96,0.831097967,113.0145773,184.5404368
10.97,0.830757334,113.0145773,184.5365137
10.98,0.830416735,113.0145773,184.5325974
10.99,0.83007617,113.0145773,184.5286877
11,0.829735639,113.0145773,184.5247848
11.01,0.829395141,113.0145773,184.5208886
11.02,0.829054677,113.0145773,184.5169992
11.03,0.828714247,113.0145773,184.5131165
11.04,0.828373849,113.0145773,184.5092406
11.05,0.828033485,113.0145773,184.5053714
11.06,0.827693154,113.0145773,184.501509
11.07,0.827352855,113.0145773,184.4976534
11.08,0.82701259,113.0145773,184.4938046
11.09,0.826672357,113.0145773,184.4899627
11.1,0.826332156,113.0145773,184.4861275
11.11,0.825991988,113.0145773,184.4822992
11.12,0.825651853,113.0145773,184.4784777
11.13,0.825311749,113.0145773,184.474663
11.14,0.824971678,113.0145773,184.4708552
11.15,0.824631638,113.0145773,184.4670543
11.16,0.82429163,113.0145773,184.4632602
11.17,0.823951655,113.0145773,184.459473
11.18,0.82361171,113.0145773,184.4556927
11.19,0.823271797,113.0145773,184.4519193
11.2,0.822931916,113.0145773,184.4481528
11.21,0.822592065,113.0145773,184.4443932
11.22,0.822252246,113.0145773,184.4406405
11.23,0.821912458,113.0145773,184.4368948
11.24,0.821572701,113.0145773,184.4331559
11.25,0.821232974,113.0145773,184.4294241
11.26,0.820893278,113.0145773,184.4256991
11.27,0.820553613,113.0145773,184.4219812
11.28,0.820213978,113.0145773,184.4182702
11.29,0.819874373,113.0145773,184.4145661
11.3,0.819534798,113.0145773,184.4108691
11.31,0.819195253,113.0145773,184.407179
11.32,0.818855739,113.0145773,184.4034959
11.33,0.818516254,113.0145773,184.3998198
11.34,0.818176799,113.0145773,184.3961507
11.35,0.817837373,113.0145773,184.3924887
11.36,0.817497977,113.0145773,184.3888336
11.37,0.81715861,113.0145773,184.3851856
11.38,0.816819272,113.0145773,184.3815446
11.39,0.816479963,113.0145773,184.3779106
11.4,0.816140684,113.0145773,184.3742837
11.41,0.815801433,113.0145773,184.3706638
11.42,0.815462211,113.0145773,184.367051
11.43,0.815123017,113.0145773,184.3634452
11.44,0.814783852,113.0145773,184.3598465
11.45,0.814444716,113.0145773,184.3562549
11.46,0.814105607,113.0145773,184.3526703
11.47,0.813766527,113.0145773,184.3490929
11.48,0.813427475,113.0145773,184.3455225
11.49,0.81308845,113.0145773,184.3419592
11.5,0.812749453,113.0145773,184.338403
11.51,0.812410484,113.0145773,184.3348539
11.52,0.812071543,113.0145773,184.3313119
11.53,0.811732629,113.0145773,184.327777
11.54,0.811393742,113.0145773,184.3242492
11.55,0.811054882,113.0145773,184.3207286
11.56,0.81071605,113.0145773,184.317215
11.57,0.810377244,113.0145773,184.3137086
11.58,0.810038465,113.0145773,184.3102094
11.59,0.809699713,113.0145773,184.3067172
11.6,0.809360988,113.0145773,184.3032322
11.61,0.809022288,113.0145773,184.2997544
11.62,0.808683616,113.0145773,184.2962837
11.63,0.808344969,113.0145773,184.2928201
11.64,0.808006349,113.0145773,184.2893637
11.65,0.807667754,113.0145773,184.2859145
11.66,0.807329185,113.0145773,184.2824724
11.67,0.806990642,113.0145773,184.2790375
11.68,0.806652125,113.0145773,184.2756098
11.69,0.806313633,113.0145773,184.2721892
11.7,0.805975167,113.0145773,184.2687758
11.71,0.805636726,113.0145773,184.2653696
11.72,0.80529831,113.0145773,184.2619705
11.73,0.804959919,113.0145773,184.2585787
11.74,0.804621553,113.0145773,184.255194
11.75,0.804283212,113.0145773,184.2518165
11.76,0.803944896,113.0145773,184.2484463
11.77,0.803606604,113.0145773,184.2450832
11.78,0.803268338,113.0145773,184.2417273
11.79,0.802930096,113.0145773,184.2383786
11.8,0.802591878,113.0145773,184.2350371
11.81,0.802253686,113.0145773,184.2317028
11.82,0.801915517,113.0145773,184.2283758
11.83,0.801577373,113.0145773,184.2250559
11.84,0.801239253,113.0145773,184.2217433
11.85,0.800901158,113.0145773,184.2184379
11.86,0.800563086,113.0145773,184.2151396
11.87,0.800225039,113.0145773,184.2118487
11.88,0.799887016,113.0145773,184.2085649
11.89,0.799549016,113.0145773,184.2052883
11.9,0.799211041,113.0145773,184.202019
11.91,0.798873089,113.0145773,184.1987569
11.92,0.798535161,113.0145773,184.1955021
11.93,0.798197256,113.0145773,184.1922544
11.94,0.797859375,113.0145773,184.189014
11.95,0.797521518,113.0145773,184.1857809
11.96,0.797183684,113.0145773,184.1825549
11.97,0.796845873,113.0145773,184.1793362
11.98,0.796508086,113.0145773,184.1761247
11.99,0.796170322,113.0145773,184.1729205
12,0.795832581,113.0145773,184.1697235
12.01,0.795494863,113.0145773,184.1665338
12.02,0.795157168,113.0145773,184.1633512
12.03,0.794819495,113.0145773,184.160176
12.04,0.794481846,113.0145773,184.1570079
12.05,0.79414422,113.0145773,184.1538471
12.06,0.793806616,113.0145773,184.1506935
12.07,0.793469034,113.0145773,184.1475472
12.08,0.793131476,113.0145773,184.1444081
12.09,0.79279394,113.0145773,184.1412763
12.1,0.792456426,113.0145773,184.1381517
12.11,0.792118934,113.0145773,184.1350343
12.12,0.791781465,113.0145773,184.1319242
12.13,0.791444018,113.0145773,184.1288213
12.14,0.791106593,113.0145773,184.1257257
12.15,0.79076919,113.0145773,184.1226372
12.16,0.790431809,113.0145773,184.1195561
12.17,0.790094449,113.0145773,184.1164821
12.18,0.789757112,113.0145773,184.1134154
12.19,0.789419797,113.0145773,184.110356
12.2,0.789082503,113.0145773,184.1073038
12.21,0.78874523,113.0145773,184.1042588
12.22,0.788407979,113.0145773,184.101221
12.23,0.78807075,113.0145773,184.0981905
12.24,0.787733542,113.0145773,184.0951672
12.25,0.787396355,113.0145773,184.0921511
12.26,0.78705919,113.0145773,184.0891423
12.27,0.786722045,113.0145773,184.0861407
12.28,0.786384922,113.0145773,184.0831463
12.29,0.78604782,113.0145773,184.0801591
12.3,0.785710739,113.0145773,184.0771792
12.31,0.785373678,113.0145773,184.0742064
12.32,0.785036638,113.0145773,184.0712409
12.33,0.78469962,113.0145773,184.0682826
12.34,0.784362621,113.0145773,184.0653316
12.35,0.784025643,113.0145773,184.0623877
12.36,0.783688686,113.0145773,184.059451
12.37,0.783351749,113.0145773,184.0565216
12.38,0.783014833,113.0145773,184.0535994
12.39,0.782677937,113.0145773,184.0506843
12.4,0.782341061,113.0145773,184.0477765
12.41,0.782004205,113.0145773,184.0448758
12.42,0.781667369,113.0145773,184.0419824
12.43,0.781330553,113.0145773,184.0390961
12.44,0.780993757,113.0145773,184.0362171
12.45,0.780656981,113.0145773,184.0333452
12.46,0.780320225,113.0145773,184.0304805
12.47,0.779983489,113.0145773,184.027623
12.48,0.779646772,113.0145773,184.0247727
12.49,0.779310074,113.0145773,184.0219295
12.5,0.778973396,113.0145773,184.0190936
12.51,0.778636738,113.0145773,184.0162648
12.52,0.778300099,113.0145773,184.0134431
12.53,0.77796348,113.0145773,184.0106286
12.54,0.77762688,113.0145773,184.0078213
12.55,0.777290299,113.0145773,184.0050211
12.56,0.776953737,113.0145773,184.0022281
12.57,0.776617195,113.0145773,183.9994423
12.58,0.776280672,113.0145773,183.9966636
12.59,0.775944168,113.0145773,183.993892
12.6,0.775607683,113.0145773,183.9911276
12.61,0.775271217,113.0145773,183.9883703
12.62,0.77493477,113.0145773,183.9856201
12.63,0.774598341,113.0145773,183.9828771
12.64,0.774261932,113.0145773,183.9801412
12.65,0.773925541,113.0145773,183.9774124
12.66,0.773589169,113.0145773,183.9746907
12.67,0.773252816,113.0145773,183.9719761
12.68,0.772916482,113.0145773,183.9692687
12.69,0.772580166,113.0145773,183.9665683
12.7,0.772243868,113.0145773,183.9638751
12.71,0.77190759,113.0145773,183.9611889
12.72,0.771571329,113.0145773,183.9585099
12.73,0.771235087,113.0145773,183.9558379
12.74,0.770898863,113.0145773,183.953173
12.75,0.770562658,113.0145773,183.9505151
12.76,0.770226471,113.0145773,183.9478644
12.77,0.769890302,113.0145773,183.9452207
12.78,0.769554151,113.0145773,183.9425841
12.79,0.769218018,113.0145773,183.9399545
12.8,0.768881903,113.0145773,183.937332
12.81,0.768545807,113.0145773,183.9347165
12.82,0.768209728,113.0145773,183.9321081
12.83,0.767873667,113.0145773,183.9295067
12.84,0.767537624,113.0145773,183.9269123
12.85,0.767201599,113.0145773,183.924325
12.86,0.766865591,113.0145773,183.9217446
12.87,0.766529601,113.0145773,183.9191713
12.88,0.766193629,113.0145773,183.916605
12.89,0.765857675,113.0145773,183.9140457
12.9,0.765521738,113.0145773,183.9114934
12.91,0.765185818,113.0145773,183.9089481
12.92,0.764849916,113.0145773,183.9064098
12.93,0.764514031,113.0145773,183.9038785
12.94,0.764178164,113.0145773,183.9013541
12.95,0.763842314,113.0145773,183.8988367
12.96,0.763506481,113.0145773,183.8963263
12.97,0.763170665,113.0145773,183.8938228
12.98,0.762834866,113.0145773,183.8913263
12.99,0.762499085,113.0145773,183.8888367
13,0.76216332,113.0145773,183.8863541
13.01,0.761827573,113.0145773,183.8838784
13.02,0.761491842,113.0145773,183.8814096
13.03,0.761156129,113.0145773,183.8789478
13.04,0.760820432,113.0145773,183.8764928
13.05,0.760484752,113.0145773,183.8740448
13.06,0.760149089,113.0145773,183.8716036
13.07,0.759813442,113.0145773,183.8691694
13.08,0.759477812,113.0145773,183.866742
13.09,0.759142199,113.0145773,183.8643215
13.1,0.758806602,113.0145773,183.8619079
13.11,0.758471021,113.0145773,183.8595012
