Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
10.48014,B,10.48014,1.283598,0,0.8630277,0,2525.29,431.8803,607.8738,0,137.9252,187.4673,5.661955,110.6634205,110.6634204,0.000624101,1439.275726,1439.275726,0.00629065,89.99975,89.99975,7593.707,0.02978725
10.49014,B,10.49014,1.28465,0,0.8638314,0,2524.08,431.7652,609.0572,0,137.8992,187.4613,5.664242,110.5232005,110.5232005,0.000623628,1440.380958,1440.380958,0.006296886,89.99975,89.99975,7608.111,0.02985019
10.50014,B,10.50014,1.2857,0,0.8646359,0,2522.87,431.6501,610.2405,0,137.8731,187.4552,5.666527,110.3828952,110.3828952,0.000623153,1441.484787,1441.484787,0.006303118,89.99975,89.99975,7622.526,0.02991319
10.51015,B,10.51015,1.286749,0,0.8654421,0,2521.661,431.5352,611.4241,0,137.8471,187.4492,5.668818,110.2425004,110.2425004,0.000622678,1442.587212,1442.587212,0.006309345,89.99975,89.99975,7636.952,0.02997625
10.52015,B,10.52015,1.287798,0,0.8662507,0,2520.451,431.4202,612.6089,0,137.821,187.4432,5.671104,110.101895,110.101895,0.000622201,1443.68823,1443.68823,0.006315567,89.99975,89.99975,7651.389,0.03003938
10.53015,B,10.53015,1.288845,0,0.8670602,0,2519.233,431.3054,613.794,0,137.795,187.4372,5.673393,109.9606042,109.9606042,0.000621722,1444.787837,1444.787836,0.006321784,89.99975,89.99975,7665.836,0.03010256
10.54015,B,10.54015,1.289891,0,0.8678713,0,2518.015,431.1906,614.9796,0,137.7689,187.4311,5.675678,109.8191028,109.8191028,0.000621241,1445.886028,1445.886027,0.006327996,89.99975,89.99975,7680.295,0.03016581
10.55015,B,10.55015,1.290935,0,0.8686833,0,2516.798,431.0758,616.1649,0,137.7429,187.4251,5.677973,109.6775934,109.6775934,0.000620759,1446.982803,1446.982803,0.006334204,89.99975,89.99975,7694.765,0.03022912
10.56015,B,10.56015,1.291979,0,0.8694976,0,2515.58,430.9611,617.3516,0,137.7168,187.4192,5.680267,109.5358992,109.5358992,0.000620276,1448.078162,1448.078162,0.006340407,89.99975,89.99975,7709.246,0.0302925
10.57015,B,10.57015,1.293022,0,0.8703135,0,2514.362,430.8465,618.5387,0,137.6908,187.4132,5.682561,109.3940839,109.3940839,0.000619793,1449.172103,1449.172103,0.006346605,89.99975,89.99975,7723.738,0.03035593
10.58015,B,10.58015,1.294063,0,0.8711302,0,2513.136,430.7319,619.7261,0,137.6647,187.4072,5.684851,109.2514996,109.2514996,0.000619306,1450.264618,1450.264618,0.006352798,89.99975,89.99975,7738.24,0.03041943
10.59015,B,10.59015,1.295104,0,0.8719493,0,2511.911,430.6174,620.9144,0,137.6387,187.4012,5.687148,109.1088061,109.1088061,0.000618818,1451.355706,1451.355706,0.006358986,89.99975,89.99975,7752.754,0.03048299
10.60015,B,10.60015,1.296143,0,0.8727692,0,2510.685,430.503,622.1021,0,137.6126,187.3953,5.689447,108.9660053,108.9660053,0.000618329,1452.445366,1452.445366,0.006365169,89.99975,89.99975,7767.278,0.03054661
10.61015,B,10.61015,1.297181,0,0.8735906,0,2509.459,430.3886,623.2908,0,137.5866,187.3893,5.691741,108.8230833,108.8230833,0.000617839,1453.533597,1453.533597,0.006371347,89.99975,89.99975,7781.813,0.03061029
10.62015,B,10.62015,1.298218,0,0.8744136,0,2508.233,430.2743,624.48,0,137.5605,187.3834,5.694044,108.6800004,108.6800004,0.000617348,1454.620397,1454.620397,0.006377521,89.99975,89.99975,7796.36,0.03067403
10.63015,B,10.63015,1.299254,0,0.8752381,0,2507,430.16,625.6694,0,137.5345,187.3774,5.696339,108.5361982,108.5361982,0.000616854,1455.705759,1455.705759,0.006383689,89.99975,89.99975,7810.917,0.03073784
10.64015,B,10.64015,1.300289,0,0.8760641,0,2505.766,430.0458,626.8597,0,137.5084,187.3715,5.698643,108.3922848,108.3922847,0.000616359,1456.789682,1456.789682,0.006389853,89.99975,89.99975,7825.485,0.03080171
10.65015,B,10.65015,1.301323,0,0.8768918,0,2504.532,429.9317,628.05,0,137.4824,187.3656,5.700945,108.2482005,108.2482005,0.000615863,1457.872164,1457.872164,0.006396012,89.99975,89.99975,7840.063,0.03086564
10.66015,B,10.66015,1.302355,0,0.87772,0,2503.298,429.8176,629.2402,0,137.4563,187.3598,5.703251,108.1040844,108.1040844,0.000615366,1458.953205,1458.953205,0.006402165,89.99975,89.99975,7854.653,0.03092963
10.67015,B,10.67015,1.303387,0,0.8785506,0,2502.065,429.7036,630.4312,0,137.4303,187.3539,5.705554,107.9597974,107.9597974,0.000614868,1460.032803,1460.032803,0.006408314,89.99975,89.99975,7869.253,0.03099368
10.68015,B,10.68015,1.304417,0,0.879382,0,2500.823,429.5897,631.6226,0,137.4042,187.3479,5.707855,107.8147773,107.8147773,0.000614367,1461.11095,1461.11095,0.006414458,89.99975,89.99975,7883.864,0.0310578
10.69015,B,10.69015,1.305446,0,0.8802148,0,2499.581,429.4758,632.8138,0,137.3781,187.3421,5.710166,107.6696837,107.6696837,0.000613865,1462.187647,1462.187647,0.006420596,89.99975,89.99975,7898.486,0.03112197
10.70015,B,10.70015,1.306474,0,0.881049,0,2498.34,429.3619,634.0057,0,137.3521,187.3362,5.712472,107.5244471,107.5244471,0.000613362,1463.262892,1463.262892,0.00642673,89.99975,89.99975,7913.119,0.03118621
10.71015,B,10.71015,1.307501,0,0.8818848,0,2497.098,429.2482,635.1979,0,137.326,187.3303,5.714776,107.3791131,107.3791131,0.000612858,1464.336683,1464.336683,0.006432859,89.99975,89.99975,7927.763,0.03125051
10.72015,B,10.72015,1.308527,0,0.882722,0,2495.856,429.1345,636.3901,0,137.3,187.3245,5.717091,107.2336877,107.2336877,0.000612353,1465.40902,1465.40902,0.006438982,89.99975,89.99975,7942.417,0.03131486
10.73015,B,10.73015,1.309551,0,0.8835598,0,2494.607,429.0208,637.5824,0,137.2739,187.3187,5.719402,107.0875033,107.0875033,0.000611845,1466.479895,1466.479895,0.006445101,89.99975,89.99975,7957.082,0.03137929
10.74015,B,10.74015,1.310574,0,0.8843991,0,2493.357,428.9073,638.7751,0,137.2479,187.3129,5.72171,106.9412196,106.9412196,0.000611336,1467.549307,1467.549307,0.006451214,89.99975,89.99975,7971.757,0.03144377
10.75015,B,10.75015,1.311597,0,0.8852406,0,2492.108,428.7937,639.9683,0,137.2218,187.307,5.724022,106.7948008,106.7948008,0.000610826,1468.617255,1468.617255,0.006457322,89.99975,89.99975,7986.443,0.03150831
10.76015,B,10.76015,1.312618,0,0.8860828,0,2490.859,428.6803,641.1616,0,137.1958,187.3012,5.726334,106.6483005,106.6483005,0.000610315,1469.683738,1469.683738,0.006463425,89.99975,89.99975,8001.14,0.03157292
10.77015,B,10.77015,1.313638,0,0.8869263,0,2489.609,428.5669,642.3546,0,137.1697,187.2954,5.72865,106.5017009,106.5017009,0.000609804,1470.748755,1470.748755,0.006469523,89.99975,89.99975,8015.848,0.03163758
10.78015,B,10.78015,1.314657,0,0.8877713,0,2488.351,428.4536,643.5485,0,137.1437,187.2896,5.730963,106.3543145,106.3543145,0.000609288,1471.812298,1471.812298,0.006475616,89.99975,89.99975,8030.566,0.03170231
10.79015,B,10.79015,1.315674,0,0.8886169,0,2487.094,428.3403,644.7416,0,137.1176,187.2838,5.733278,106.206948,106.206948,0.000608773,1472.874367,1472.874367,0.006481704,89.99975,89.99975,8045.294,0.03176709
10.80015,B,10.80015,1.316691,0,0.8894646,0,2485.837,428.2271,645.9356,0,137.0916,187.2781,5.735598,106.0593986,106.0593986,0.000608256,1473.934961,1473.934961,0.006487786,89.99975,89.99975,8060.034,0.03183194
10.81015,B,10.81015,1.317706,0,0.8903129,0,2484.579,428.114,647.1293,0,137.0655,187.2723,5.737916,105.9117798,105.9117798,0.000607739,1474.994079,1474.994079,0.006493864,89.99975,89.99975,8074.784,0.03189685
10.82015,B,10.82015,1.31872,0,0.8911626,0,2483.322,428.0009,648.3231,0,137.0395,187.2665,5.740234,105.7640159,105.7640159,0.00060722,1476.051719,1476.051719,0.006499936,89.99975,89.99975,8089.544,0.03196182
10.83015,B,10.83015,1.319733,0,0.8920137,0,2482.057,427.8879,649.517,0,137.0134,187.2608,5.742557,105.6156023,105.6156023,0.000606699,1477.107875,1477.107875,0.006506003,89.99975,89.99975,8104.315,0.03202685
10.84015,B,10.84015,1.320745,0,0.8928661,0,2480.792,427.775,650.7113,0,136.9874,187.2551,5.744879,105.4670874,105.4670874,0.000606176,1478.162546,1478.162546,0.006512065,89.99975,89.99975,8119.097,0.03209194
10.85015,B,10.85015,1.321755,0,0.893719,0,2479.527,427.6621,651.905,0,136.9613,187.2493,5.747202,105.3184851,105.3184851,0.000605653,1479.215731,1479.215731,0.006518121,89.99975,89.99975,8133.889,0.03215709
10.86015,B,10.86015,1.322765,0,0.8945742,0,2478.262,427.5493,653.0997,0,136.9353,187.2436,5.749526,105.1697,105.1697,0.000605129,1480.267428,1480.267428,0.006524173,89.99975,89.99975,8148.692,0.0322223
10.87015,B,10.87015,1.323773,0,0.8954297,0,2476.996,427.4365,654.2937,0,136.9092,187.2379,5.751845,105.0208473,105.0208473,0.000604604,1481.317636,1481.317636,0.006530219,89.99975,89.99975,8163.505,0.03228757
10.88015,B,10.88015,1.32478,0,0.8962867,0,2475.723,427.3238,655.4877,0,136.8832,187.2322,5.75417,104.8713171,104.8713171,0.000604076,1482.366349,1482.366349,0.006536259,89.99975,89.99975,8178.329,0.03235291
10.89015,B,10.89015,1.325786,0,0.8971449,0,2474.451,427.2112,656.682,0,136.8571,187.2265,5.756499,104.7217194,104.7217194,0.000603547,1483.413567,1483.413567,0.006542295,89.99975,89.99975,8193.163,0.0324183
10.90015,B,10.90015,1.326791,0,0.8980045,0,2473.178,427.0986,657.8763,0,136.8311,187.2207,5.758821,104.5719846,104.5719846,0.000603017,1484.459286,1484.459286,0.006548325,89.99975,89.99975,8208.008,0.03248375
10.91015,B,10.91015,1.327794,0,0.8988644,0,2471.905,426.9861,659.0703,0,136.805,187.2151,5.761153,104.422218,104.422218,0.000602487,1485.503509,1485.503508,0.00655435,89.99975,89.99975,8222.863,0.03254927
10.92015,B,10.92015,1.328797,0,0.8997266,0,2470.632,426.8736,660.2645,0,136.779,187.2095,5.763485,104.2722805,104.2722805,0.000601955,1486.546231,1486.546231,0.006560369,89.99975,89.99975,8237.729,0.03261484
10.93015,B,10.93015,1.329798,0,0.9005892,0,2469.351,426.7613,661.4587,0,136.7529,187.2038,5.76581,104.1216834,104.1216834,0.00060142,1487.587448,1487.587448,0.006566384,89.99975,89.99975,8252.604,0.03268047
10.94016,B,10.94016,1.330798,0,0.9014531,0,2468.071,426.6489,662.6524,0,136.7269,187.1981,5.768146,103.9710108,103.9710108,0.000600885,1488.627158,1488.627158,0.006572393,89.99975,89.99975,8267.491,0.03274617
10.95016,B,10.95016,1.331797,0,0.9023182,0,2466.79,426.5367,663.8469,0,136.7008,187.1925,5.770483,103.820215,103.820215,0.000600349,1489.66536,1489.66536,0.006578396,89.99975,89.99975,8282.388,0.03281192
10.96016,B,10.96016,1.332794,0,0.9031838,0,2465.51,426.4245,665.0401,0,136.6748,187.1869,5.772813,103.6694053,103.6694053,0.000599812,1490.702054,1490.702054,0.006584394,89.99975,89.99975,8297.295,0.03287774
10.97016,B,10.97016,1.333791,0,0.9040513,0,2464.229,426.3124,666.2341,0,136.6487,187.1813,5.775149,103.5184188,103.5184188,0.000599274,1491.737239,1491.737238,0.006590387,89.99975,89.99975,8312.212,0.03294361
10.98016,B,10.98016,1.334786,0,0.9049194,0,2462.941,426.2003,667.4273,0,136.6227,187.1756,5.777479,103.3667965,103.3667965,0.000598733,1492.770906,1492.770906,0.006596374,89.99975,89.99975,8327.14,0.03300954
10.99016,B,10.99016,1.33578,0,0.9057886,0,2461.653,426.0883,668.6204,0,136.5966,187.17,5.779815,103.2151166,103.2151166,0.000598192,1493.803058,1493.803058,0.006602356,89.99975,89.99975,8342.078,0.03307554
11.00016,B,11.00016,1.336773,0,0.9066591,0,2460.365,425.9764,669.8137,0,136.5706,187.1644,5.782157,103.0633473,103.0633473,0.000597649,1494.833691,1494.833691,0.006608333,89.99975,89.99975,8357.026,0.03314159
11.01016,B,11.01016,1.337765,0,0.9075308,0,2459.076,425.8645,671.0072,0,136.5445,187.1588,5.784488,102.9114011,102.9114011,0.000597106,1495.862805,1495.862805,0.006614304,89.99975,89.99975,8371.985,0.0332077
11.02016,B,11.02016,1.338755,0,0.9084028,0,2457.788,425.7527,672.1993,0,136.5184,187.1532,5.786832,102.7594967,102.7594967,0.000596562,1496.8904,1496.8904,0.006620269,89.99975,89.99975,8386.954,0.03327388
11.03016,B,11.03016,1.339744,0,0.9092761,0,2456.492,425.6409,673.3916,0,136.4924,187.1477,5.789173,102.6069048,102.6069048,0.000596015,1497.916469,1497.916469,0.006626229,89.99975,89.99975,8401.934,0.03334011
11.04016,B,11.04016,1.340732,0,0.9101505,0,2455.197,425.5293,674.5842,0,136.4663,187.1421,5.791511,102.4541977,102.4541977,0.000595467,1498.941011,1498.941011,0.006632184,89.99975,89.99975,8416.923,0.0334064
11.05016,B,11.05016,1.341719,0,0.9110261,0,2453.901,425.4176,675.7759,0,136.4403,187.1365,5.793853,102.3014787,102.3014787,0.000594919,1499.964026,1499.964026,0.006638133,89.99975,89.99975,8431.923,0.03347275
11.06016,B,11.06016,1.342704,0,0.911902,0,2452.605,425.3061,676.9675,0,136.4142,187.1309,5.796192,102.1485967,102.1485967,0.00059437,1500.985512,1500.985512,0.006644077,89.99975,89.99975,8446.933,0.03353916
11.07016,B,11.07016,1.343689,0,0.91278,0,2451.309,425.1946,678.1592,0,136.3882,187.1254,5.798542,101.995683,101.995683,0.00059382,1502.005468,1502.005468,0.006650015,89.99974,89.99974,8461.953,0.03360563
11.08016,B,11.08016,1.344672,0,0.9136583,0,2450.006,425.0832,679.3506,0,136.3621,187.1199,5.800884,101.8420898,101.8420898,0.000593266,1503.023889,1503.023889,0.006655948,89.99974,89.99974,8476.983,0.03367216
11.09016,B,11.09016,1.345654,0,0.9145377,0,2448.703,424.9718,680.5413,0,136.3361,187.1144,5.803232,101.6883992,101.6883992,0.000592713,1504.040773,1504.040773,0.006661875,89.99974,89.99974,8492.023,0.03373875
11.10016,B,11.10016,1.346634,0,0.9154174,0,2447.399,424.8605,681.7315,0,136.31,187.1088,5.805576,101.5346848,101.5346848,0.000592158,1505.05612,1505.05612,0.006667797,89.99974,89.99974,8507.074,0.0338054
11.11016,B,11.11016,1.347614,0,0.9162992,0,2446.096,424.7493,682.922,0,136.284,187.1033,5.80792,101.3808849,101.3808849,0.000591603,1506.069929,1506.069929,0.006673713,89.99974,89.99974,8522.135,0.03387211
11.12016,B,11.12016,1.348592,0,0.9171811,0,2444.792,424.6381,684.1117,0,136.2579,187.0978,5.810272,101.2269818,101.2269818,0.000591047,1507.082199,1507.082199,0.006679623,89.99974,89.99974,8537.206,0.03393888
11.13016,B,11.13016,1.349569,0,0.9180641,0,2443.482,424.527,685.301,0,136.2319,187.0923,5.81262,101.0724865,101.0724865,0.000590488,1508.092924,1508.092924,0.006685528,89.99974,89.99974,8552.287,0.0340057
11.14016,B,11.14016,1.350545,0,0.9189483,0,2442.171,424.416,686.49,0,136.2058,187.0868,5.814969,100.917884,100.917884,0.000589928,1509.102102,1509.102102,0.006691427,89.99974,89.99974,8567.378,0.03407259
11.15016,B,11.15016,1.351519,0,0.9198328,0,2440.86,424.305,687.6783,0,136.1798,187.0813,5.81732,100.763204,100.763204,0.000589368,1510.109734,1510.109734,0.006697321,89.99974,89.99974,8582.479,0.03413953
11.16016,B,11.16016,1.352493,0,0.9207191,0,2439.549,424.1941,688.8669,0,136.1537,187.0759,5.819675,100.6084802,100.6084802,0.000588807,1511.115819,1511.115819,0.006703209,89.99974,89.99974,8597.591,0.03420653
11.17016,B,11.17016,1.353465,0,0.9216057,0,2438.238,424.0832,690.0547,0,136.1277,187.0704,5.82203,100.4537009,100.4537009,0.000588245,1512.120356,1512.120356,0.006709091,89.99974,89.99974,8612.712,0.03427359
11.18016,B,11.18016,1.354436,0,0.9224935,0,2436.92,423.9724,691.2421,0,136.1016,187.065,5.824383,100.2982023,100.2982023,0.00058768,1513.123338,1513.123338,0.006714968,89.99974,89.99974,8627.843,0.03434071
11.19016,B,11.19016,1.355405,0,0.9233813,0,2435.602,423.8617,692.4282,0,136.0756,187.0595,5.826739,100.142803,100.142803,0.000587115,1514.124766,1514.124766,0.006720839,89.99974,89.99974,8642.984,0.03440789
11.20016,B,11.20016,1.356373,0,0.9242702,0,2434.283,423.7511,693.6144,0,136.0495,187.0541,5.829094,99.98722896,99.98722896,0.000586549,1515.124638,1515.124638,0.006726705,89.99974,89.99974,8658.136,0.03447513
11.21016,B,11.21016,1.357341,0,0.9251611,0,2432.965,423.6405,694.8011,0,136.0235,187.0486,5.831447,99.83150984,99.83150983,0.000585981,1516.122954,1516.122954,0.006732565,89.99974,89.99974,8673.297,0.03454243
11.22016,B,11.22016,1.358307,0,0.9260522,0,2431.647,423.53,695.9863,0,135.9974,187.0432,5.833806,99.67585429,99.67585429,0.000585414,1517.119712,1517.119712,0.006738419,89.99974,89.99974,8688.468,0.03460978
11.23016,B,11.23016,1.359271,0,0.9269434,0,2430.321,423.4196,697.1706,0,135.9714,187.0378,5.836165,99.51956296,99.51956296,0.000584844,1518.114908,1518.114908,0.006744267,89.99974,89.99974,8703.648,0.03467719
11.24016,B,11.24016,1.360234,0,0.9278356,0,2428.995,423.3092,698.3547,0,135.9453,187.0324,5.838529,99.36319713,99.36319712,0.000584273,1519.10854,1519.10854,0.00675011,89.99974,89.99974,8718.84,0.03474467
11.25016,B,11.25016,1.361197,0,0.9287298,0,2427.669,423.1989,699.5391,0,135.9193,187.027,5.840886,99.20671109,99.20671109,0.000583701,1520.100607,1520.100607,0.006755947,89.99974,89.99974,8734.041,0.0348122
11.26016,B,11.26016,1.362157,0,0.9296231,0,2426.344,423.0886,700.7213,0,135.8932,187.0216,5.843249,99.05029061,99.05029061,0.000583129,1521.09111,1521.09111,0.006761778,89.99974,89.99974,8749.252,0.03487979
11.27016,B,11.27016,1.363117,0,0.9305184,0,2425.018,422.9784,701.9041,0,135.8672,187.0163,5.845614,98.89371616,98.89371616,0.000582555,1522.080047,1522.080047,0.006767604,89.99974,89.99974,8764.473,0.03494743
11.28016,B,11.28016,1.364076,0,0.9314147,0,2423.685,422.8683,703.0864,0,135.8411,187.0109,5.847974,98.7365258,98.7365258,0.000581979,1523.067412,1523.067412,0.006773424,89.99974,89.99974,8779.703,0.03501514
11.29016,B,11.29016,1.365033,0,0.9323111,0,2422.352,422.7583,704.2672,0,135.815,187.0055,5.850341,98.57934238,98.57934238,0.000581403,1524.053205,1524.053205,0.006779238,89.99974,89.99974,8794.943,0.0350829
11.30016,B,11.30016,1.365989,0,0.9332085,0,2421.019,422.6483,705.448,0,135.789,187.0001,5.852701,98.4220497,98.4220497,0.000580826,1525.037426,1525.037426,0.006785046,89.99974,89.99974,8810.193,0.03515072
11.31016,B,11.31016,1.366943,0,0.9341059,0,2419.686,422.5383,706.6277,0,135.763,186.9948,5.855072,98.2647729,98.2647729,0.000580248,1526.020074,1526.020074,0.006790848,89.99974,89.99974,8825.453,0.0352186
11.32016,B,11.32016,1.367897,0,0.9350052,0,2418.353,422.4285,707.807,0,135.7369,186.9895,5.857437,98.10739081,98.10739081,0.00057967,1527.001147,1527.001147,0.006796645,89.99974,89.99974,8840.723,0.03528654
11.33016,B,11.33016,1.368849,0,0.9359046,0,2417.012,422.3187,708.9858,0,135.7108,186.9842,5.859807,97.94940373,97.94940373,0.000579088,1527.980641,1527.980641,0.006802436,89.99974,89.99974,8856.003,0.03535453
11.34016,B,11.34016,1.369799,0,0.9368041,0,2415.672,422.209,710.1628,0,135.6848,186.9789,5.862178,97.79145042,97.79145042,0.000578506,1528.958556,1528.958556,0.006808221,89.99974,89.99974,8871.293,0.03542259
11.35016,B,11.35016,1.370749,0,0.9377054,0,2414.332,422.0993,711.3403,0,135.6587,186.9735,5.864548,97.63335506,97.63335506,0.000577924,1529.934889,1529.934889,0.006814,89.99974,89.99974,8886.593,0.0354907
11.36016,B,11.36016,1.371697,0,0.9386067,0,2412.991,421.9897,712.5168,0,135.6327,186.9682,5.866912,97.47524877,97.47524877,0.000577341,1530.909642,1530.909642,0.006819774,89.99974,89.99974,8901.902,0.03555886
11.37016,B,11.37016,1.372644,0,0.939509,0,2411.651,421.8802,713.6924,0,135.6066,186.9629,5.869291,97.317064,97.317064,0.000576757,1531.882813,1531.882813,0.006825541,89.99974,89.99974,8917.221,0.03562709
11.38017,B,11.38017,1.37359,0,0.9404122,0,2410.303,421.7707,714.8672,0,135.5806,186.9576,5.871663,97.15833285,97.15833285,0.000576171,1532.854396,1532.854396,0.006831303,89.99974,89.99974,8932.549,0.03569537
11.39017,B,11.39017,1.374535,0,0.9413164,0,2408.956,421.6613,716.0417,0,135.5545,186.9523,5.874032,96.9994676,96.99946759,0.000575583,1533.824391,1533.824391,0.006837059,89.99974,89.99974,8947.887,0.03576371
11.40017,B,11.40017,1.375478,0,0.9422204,0,2407.608,421.552,717.2148,0,135.5285,186.9471,5.876413,96.84063611,96.84063611,0.000574995,1534.792797,1534.792797,0.006842809,89.99974,89.99974,8963.234,0.03583211
11.41017,B,11.41017,1.37642,0,0.9431255,0,2406.26,421.4427,718.3871,0,135.5024,186.9418,5.878783,96.68178079,96.68178079,0.000574407,1535.759615,1535.759615,0.006848553,89.99974,89.99974,8978.592,0.03590057
11.42017,B,11.42017,1.377361,0,0.9440314,0,2404.913,421.3336,719.5593,0,135.4764,186.9365,5.881157,96.52278441,96.5227844,0.000573818,1536.724842,1536.724842,0.006854291,89.99974,89.99974,8993.959,0.03596909
11.43017,B,11.43017,1.3783,0,0.9449373,0,2403.558,421.2244,720.7296,0,135.4503,186.9313,5.883535,96.36331814,96.36331813,0.000573227,1537.688476,1537.688476,0.006860023,89.99974,89.99974,9009.336,0.03603766
11.44017,B,11.44017,1.379238,0,0.9458441,0,2402.203,421.1154,721.8995,0,135.4243,186.9261,5.885918,96.20378133,96.20378133,0.000572635,1538.650513,1538.650513,0.00686575,89.99974,89.99974,9024.723,0.03610628
11.45017,B,11.45017,1.380175,0,0.9467518,0,2400.848,421.0063,723.0685,0,135.3982,186.9208,5.888297,96.04420579,96.04420579,0.000572042,1539.610955,1539.610955,0.00687147,89.99974,89.99974,9040.119,0.03617497
11.46017,B,11.46017,1.381111,0,0.9476603,0,2399.493,420.8974,724.2371,0,135.3722,186.9156,5.890676,95.88457362,95.88457362,0.000571448,1540.569801,1540.569801,0.006877185,89.99974,89.99974,9055.524,0.03624371
11.47017,B,11.47017,1.382045,0,0.9485688,0,2398.138,420.7885,725.4041,0,135.3461,186.9103,5.893053,95.72494244,95.72494244,0.000570855,1541.527051,1541.527051,0.006882893,89.99974,89.99974,9070.939,0.03631251
11.48017,B,11.48017,1.382978,0,0.9494781,0,2396.776,420.6797,726.5706,0,135.3201,186.9052,5.89544,95.56469535,95.56469535,0.000570258,1542.482698,1542.482697,0.006888596,89.99974,89.99974,9086.364,0.03638137
11.49017,B,11.49017,1.383909,0,0.9503874,0,2395.415,420.571,727.7349,0,135.294,186.8999,5.897819,95.40450488,95.40450488,0.000569661,1543.436743,1543.436743,0.006894292,89.99974,89.99974,9101.799,0.03645029
11.50017,B,11.50017,1.38484,0,0.9512983,0,2394.052,420.4624,728.9,0,135.268,186.8947,5.900201,95.2441664,95.2441664,0.000569063,1544.389184,1544.389184,0.006899983,89.99974,89.99974,9117.243,0.03651926
11.51017,B,11.51017,1.385769,0,0.9522092,0,2392.69,420.3538,730.0633,0,135.2419,186.8895,5.902586,95.08384778,95.08384778,0.000568465,1545.340023,1545.340023,0.006905668,89.99974,89.99974,9132.696,0.03658829
11.52017,B,11.52017,1.386697,0,0.953121,0,2391.328,420.2453,731.2256,0,135.2159,186.8844,5.90497,94.92352122,94.92352122,0.000567867,1546.289258,1546.289258,0.006911346,89.99974,89.99974,9148.159,0.03665737
11.53017,B,11.53017,1.387624,0,0.9540336,0,2389.959,420.1368,732.3876,0,135.1898,186.8792,5.907356,94.76254298,94.76254298,0.000567265,1547.236883,1547.236883,0.006917019,89.99974,89.99974,9163.632,0.03672651
11.54017,B,11.54017,1.388549,0,0.954946,0,2388.59,420.0284,733.5477,0,135.1638,186.874,5.909744,94.60162533,94.60162533,0.000566663,1548.182899,1548.182899,0.006922685,89.99974,89.99974,9179.113,0.03679571
11.55017,B,11.55017,1.389473,0,0.9558592,0,2387.221,419.9201,734.7067,0,135.1377,186.8689,5.912136,94.44067491,94.44067491,0.000566061,1549.127306,1549.127306,0.006928346,89.99974,89.99974,9194.604,0.03686497
11.56017,B,11.56017,1.390396,0,0.9567733,0,2385.852,419.8119,735.8653,0,135.1117,186.8637,5.914524,94.27968375,94.27968375,0.000565458,1550.070103,1550.070103,0.006934001,89.99974,89.99974,9210.105,0.03693428
11.57017,B,11.57017,1.391317,0,0.9576871,0,2384.482,419.7037,737.0225,0,135.0856,186.8586,5.916916,94.11867074,94.11867074,0.000564855,1551.01129,1551.01129,0.006939649,89.99974,89.99974,9225.615,0.03700365
11.58017,B,11.58017,1.392237,0,0.9586017,0,2383.106,419.5956,738.1785,0,135.0596,186.8535,5.919308,93.95708751,93.95708751,0.000564249,1551.950861,1551.950861,0.006945292,89.99974,89.99974,9241.135,0.03707307
11.59017,B,11.59017,1.393156,0,0.9595172,0,2381.73,419.4875,739.3336,0,135.0335,186.8483,5.921694,93.79551422,93.79551422,0.000563642,1552.888816,1552.888816,0.006950928,89.99974,89.99974,9256.664,0.03714255
11.60017,B,11.60017,1.394073,0,0.9604325,0,2380.354,419.3795,740.4873,0,135.0074,186.8432,5.924087,93.63390913,93.63390913,0.000563035,1553.825155,1553.825155,0.006956558,89.99974,89.99974,9272.202,0.03721209
11.61017,B,11.61017,1.394989,0,0.9613484,0,2378.978,419.2716,741.6404,0,134.9814,186.8381,5.926479,93.47228915,93.47228915,0.000562428,1554.759878,1554.759878,0.006962183,89.99974,89.99974,9287.75,0.03728168
11.62017,B,11.62017,1.395904,0,0.9622651,0,2377.602,419.1638,742.7917,0,134.9554,186.833,5.928877,93.31066519,93.31066519,0.00056182,1555.692984,1555.692984,0.006967801,89.99974,89.99974,9303.307,0.03735133
11.63017,B,11.63017,1.396818,0,0.9631826,0,2376.218,419.056,743.9425,0,134.9293,186.8279,5.931267,93.14845909,93.14845909,0.000561209,1556.624469,1556.624469,0.006973413,89.99974,89.99974,9318.873,0.03742104
11.64017,B,11.64017,1.39773,0,0.9640999,0,2374.835,418.9482,745.0918,0,134.9032,186.8228,5.933667,92.9862371,92.9862371,0.000560598,1557.554331,1557.554331,0.006979019,89.99974,89.99974,9334.448,0.0374908
11.65017,B,11.65017,1.398641,0,0.965018,0,2373.452,418.8406,746.2399,0,134.8772,186.8178,5.936065,92.82403299,92.82403299,0.000559987,1558.482571,1558.482571,0.006984619,89.99974,89.99974,9350.033,0.03756062
11.66017,B,11.66017,1.399551,0,0.9659367,0,2372.069,418.733,747.3868,0,134.8511,186.8126,5.938457,92.66181001,92.66181001,0.000559375,1559.40919,1559.40919,0.006990213,89.99974,89.99974,9365.627,0.0376305
