t,Mach Number,cg (in),cp (in)
2.06,0.2381868656185252,157.93924032589894,183.09911394929043
2.07,0.23941386815597676,157.92337423137337,183.1007506856098
2.08,0.24064145307678636,157.90749739232376,183.10237833970916
2.09,0.24186961928132417,157.89161061148118,183.10399690837104
2.1,0.24309836566996051,157.87571284737305,183.1056063886363
2.11,0.2443276911430656,157.8598047474669,183.10720677780282
2.12,0.24555759460100976,157.84388671227143,183.10879807342536
2.13,0.24678807494416316,157.82795730408876,183.1103802733139
2.14,0.24801913107289617,157.8120179655456,183.11195337553374
2.15,0.24925076188757891,157.7960683029384,183.11351737840351
2.16,0.2504829662885818,157.78010767202386,183.11507228049518
2.17,0.251715743176275,157.76413711751408,183.11661808063303
2.18,0.25294909145102884,157.74815585367688,183.11815477789344
2.19,0.25418301001321353,157.7321640230033,183.11968237160315
2.2,0.25541749776319933,157.71616227565,183.12120086133982
2.21,0.2566525536013565,157.70014943718513,183.12271024692996
2.22,0.2578881764280554,157.68412643017948,183.12421052845036
2.23,0.2591243651436661,157.66809338263147,183.12570170622533
2.24,0.2603611186485591,157.65204912749334,183.12718378082766
2.25,0.2615984358431044,157.635994968039,183.12865675307788
2.2600000000000002,0.2628363156276725,157.61993039053746,183.13012062404349
2.27,0.2640747569026335,157.60385499997014,183.13157539503894
2.2800000000000002,0.26531375856835776,157.58776971240889,183.13302106762555
2.29,0.26655331952521544,157.57167363267578,183.1344576436104
2.3000000000000003,0.26779343867357697,157.5555671313287,183.13588512504694
2.31,0.2690341149138124,157.5394507404628,183.13730351423445
2.32,0.2702753471462921,157.52332318664878,183.13871281371857
2.33,0.2715171342713864,157.5071855996334,183.1401130262903
2.34,0.2727594751894655,157.49103790231317,183.14150415498648
2.35,0.2740023688008996,157.47487913141427,183.14288620309023
2.36,0.275245814006059,157.45871048430604,183.14425917413098
2.37,0.27648980970531406,157.4425313601304,183.14562307188444
2.38,0.27773435479903485,157.4263415472919,183.14697790037255
2.39,0.27897944818759185,157.4101418661324,183.14832366386537
2.4,0.28022508877135516,157.393931344393,183.14966036687977
2.41,0.2814712754506951,157.37771051596948,183.15098801418134
2.42,0.28271800712598194,157.36147982726848,183.1523066107841
2.43,0.2839652826975859,157.3452379376938,183.15361616195142
2.44,0.2852131010658773,157.32898612050954,183.15491667319748
2.45,0.28646146113122634,157.31272415664702,183.15620815028734
2.46,0.28771036179400333,157.2964512240047,183.15749059923803
2.47,0.2889598019545785,157.2801684453557,183.15876402631994
2.48,0.29020978051332214,157.26387516348342,183.16002843805822
2.49,0.29146029637060455,157.24757128868302,183.16128384123286
2.5,0.29271134842679586,157.2312575763393,183.16253024288153
2.5100000000000002,0.2939629355822665,157.21493300734832,183.16376765029977
2.52,0.2952150567373865,157.1985982184781,183.16499607104373
2.5300000000000002,0.29646771079252643,157.18225360068556,183.16621551293085
2.54,0.297720896648056,157.16589777591193,183.16742598404198
2.5500000000000003,0.2989746131899418,157.14953210153772,183.16862749270973
2.56,0.3002288592508961,157.13315627540553,183.16982004748397
2.57,0.30148363365132685,157.11676955824746,183.17100365717448
2.58,0.302738935211642,157.10037302741458,183.17217833086514
2.59,0.3039947627522494,157.0839659979744,183.17334407791643
2.6,0.305251115093557,157.06754844483734,183.17450090796737
2.61,0.30650799105597265,157.0511210870728,183.17564883093905
2.62,0.3077653894599043,157.03468288684513,183.17678785703632
2.63,0.30902330912575976,157.01823452757992,183.1779179967511
2.64,0.31028174887394705,157.00177637289462,183.17903926086572
2.65,0.31154070752487395,156.98530703485318,183.18015166045535
2.66,0.3128001838989484,156.9688278997959,183.18125520689193
2.67,0.3140601768165784,156.9523386371063,183.18234991184738
2.68,0.3153206850981717,156.9358385362608,183.1834357872966
2.69,0.3165817075641362,156.9193286562349,183.18451284552174
2.7,0.31784324303488004,156.9028083109049,183.18558109911612
2.71,0.3191052903308108,156.8862774867635,183.18664056098805
2.72,0.3203678482723366,156.869736893082,183.1876912443649
2.73,0.3216309156798652,156.85318549929187,183.18873316279698
2.74,0.3228944913738046,156.83662398349674,183.1897663301633
2.75,0.3241585741745626,156.82005270796438,183.19079076067464
2.7600000000000002,0.32542316290254725,156.80347030035594,183.19180646887995
2.77,0.3266882563781663,156.78687812504245,183.19281346966972
2.7800000000000002,0.32795385342182776,156.77027587334823,183.1938117782824
2.79,0.3292199528539394,156.75366281363685,183.19480141030843
2.8000000000000003,0.3304865534949093,156.73704001143562,183.19578238169714
2.81,0.3317536541651452,156.7204068038452,183.19675470876183
2.82,0.333021253685055,156.70376314013177,183.197718408185
2.83,0.33428935087504674,156.68710974417087,183.19867349702483
2.84,0.3355579445555282,156.67044561655482,183.19961999272238
2.85,0.33682703354690735,156.65377138230195,183.20055791310588
2.86,0.338096616669592,156.637087426209,183.2014872763993
2.87,0.3393666927439902,156.62039241490794,183.20240810122803
2.88,0.34063726059050964,156.60368764407943,183.20332040662635
2.89,0.3419083190295584,156.5869728731784,183.20422421204444
2.9,0.3431798668815443,156.57024730381067,183.2051195373554
2.91,0.3444519029668753,156.55351203087343,183.2060064028639
2.92,0.34572442610595916,156.5367664370087,183.20688482931274
2.93,0.34699743511920395,156.52001038965093,183.20775483789186
2.94,0.34827092882701743,156.5032446495772,183.20861645024567
2.95,0.3495449060498076,156.48646827034042,183.20946968848233
2.96,0.35081936560798227,156.469681780305,183.21031457518214
2.97,0.3520943063219495,156.45288560857446,183.21115113340582
2.98,0.35336972701211694,156.43607848203598,183.21197938670448
2.99,0.35464562649889275,156.41926158514414,183.21279935912895
3.0,0.3559220036026846,156.40243478748732,183.21361107523816
3.0100000000000002,0.3571988571439006,156.38559718245725,183.2144145601107
3.02,0.3584761859429485,156.36874991504146,183.21520983935326
3.0300000000000002,0.35975398882023624,156.35189243365437,183.21599693911185
3.04,0.3610322645961717,156.3350244834723,183.21677588608242
3.0500000000000003,0.3623110120911629,156.31814688237827,183.21754670752034
3.06,0.36359023012561753,156.30125875660482,183.2183094312533
3.0700000000000003,0.3648699175199437,156.28436049846204,183.2190640856908
3.08,0.36615007309454917,156.26745260105085,183.2198106998371
3.09,0.3674306956698419,156.2505338707222,183.22054930330182
3.1,0.36871178406622973,156.23360534232688,183.22127992631263
3.11,0.36999333710412063,156.21666703342984,183.22200259972757
3.12,0.3712753536039225,156.199717891914,183.22271735504683
3.13,0.3725578323860432,156.18275913149347,183.2234242244266
3.14,0.37384077227089063,156.1657902845141,183.22412324069143
3.15,0.37512417207887266,156.14881093761844,183.22481443734776
3.16,0.3764080306303973,156.13182198392113,183.22549784859743
3.17,0.3776923467458723,156.11482263998695,183.22617350935195
3.18,0.37897711924570576,156.09781312681108,183.2268414552463
3.19,0.38026234695030536,156.08079401910885,183.22750172265336
3.2,0.38154802868007914,156.06376421984314,183.22815434869867
3.21,0.38283416325543496,156.0467245800115,183.2287993712758
3.22,0.3841207494967807,156.02967529886917,183.22943682906114
3.23,0.38540778622452426,156.01261514562597,183.23006676152966
3.24,0.38669527225041445,155.99554541929004,183.230689208967
3.25,0.3879832063296903,155.97846575224222,183.23130421246256
3.2600000000000002,0.389271587194923,155.961375540434,183.23191181394407
3.27,0.3905604135786225,155.94427576827442,183.23251205620494
3.2800000000000002,0.3918496842132989,155.92716575826375,183.23310498292165
3.29,0.39313939783146223,155.91004552892778,183.23369063867153
3.3000000000000003,0.3944295531656226,155.89291575215657,183.23426906894903
3.31,0.39572014894829005,155.87577544263007,183.23484032018516
3.3200000000000003,0.3970111839119747,155.8586252373365,183.235404439765
3.33,0.3983026567891865,155.84146549769906,183.23596147604653
3.34,0.3995945663124357,155.82429493261074,183.23651147837893
3.35,0.4008869112142322,155.80711479346468,183.2370544971228
3.36,0.40217969022708616,155.7899248758843,183.23759058366886
3.37,0.40347290208350767,155.7727243570553,183.238119790458
3.38,0.4047665455160067,155.75551432669891,183.23864217100163
3.39,0.40606061925709347,155.73829422682343,183.23915777990192
3.4,0.4073551220392779,155.72106384639974,183.23966667287266
3.41,0.4086500525950701,155.70382396801458,183.2401689067603
3.42,0.4099454096569801,155.68657373114667,183.24066453956576
3.43,0.4112411919575182,155.6693135326735,183.24115363046576
3.44,0.4125373982291941,155.65204384998253,183.24163623983526
3.45,0.4138340272045182,155.63476352194053,183.24211242926958
3.46,0.4151310776160003,155.61747354950606,183.24258226160754
3.47,0.41642854819615077,155.6001739753625,183.24304580095458
3.48,0.4177264376774794,155.5828637338961,183.24350311270518
3.49,0.4190247447924964,155.56554403213354,183.2439542635687
3.5,0.4203234682737118,155.54821444315456,183.24439932159137
3.5100000000000002,0.4216226068536357,155.5308745033158,183.244838356182
3.52,0.4229221592647781,155.51352511740564,183.24527143813617
3.5300000000000002,0.42422212423964917,155.49616556078144,183.2456986396622
3.54,0.42552250051075885,155.47879596812007,183.24612003440518
3.5500000000000003,0.4268232868106174,155.46141694379213,183.24653569747454
3.56,0.4281244818717347,155.44402746723748,183.24694570546887
3.5700000000000003,0.4294260844266209,155.42662826785406,183.24735013650292
3.58,0.43072809320778604,155.40921965138972,183.2477490702344
3.59,0.43203050694774014,155.39180030314625,183.24814258789166
3.6,0.4333333243789935,155.37437154369442,183.24853077229992
3.61,0.43463654423405595,155.35693309134714,183.2489137079103
3.62,0.43594016524543766,155.3394842107674,183.2492914808283
3.63,0.43724418614564864,155.32202593845594,183.24966417884082
3.64,0.43854860566719905,155.30455769475154,183.25003189144726
3.65,0.43985342254259885,155.28707933400327,183.25039470988617
3.66,0.4411586355043582,155.26959159659827,183.2507527271672
3.67,0.44246424328498707,155.2520936111801,183.25110603809978
3.68,0.4437702446169957,155.2345858184057,183.2514547393235
3.69,0.44507663823289395,155.21706866423273,183.2517989293392
3.7,0.44638342286519206,155.19954098727985,183.25213870853938
3.71,0.4476905972464,155.1820038111826,183.25247417924015
3.72,0.44899816010902793,155.16445714660296,183.25280544571208
3.73,0.45030611018558575,155.1468999713585,183.2531326142127
3.74,0.4516144462085837,155.1293334612049,183.25345579301876
3.75,0.4529231669105318,155.11175718861455,183.25377509245854
3.7600000000000002,0.4542322710239401,155.09417071339135,183.2540906249451
3.77,0.4555417572813186,155.07657491901298,183.25440250500978
3.7800000000000002,0.45685162441517757,155.0589690900162,183.25471084933548
3.79,0.45816187115802687,155.04135336502767,183.2550157767904
3.8000000000000003,0.4594724962423767,155.0237283368236,183.25531740846276
3.81,0.460783498400737,155.0060930035693,183.25561586769547
3.8200000000000003,0.46209487636561797,154.98844807959776,183.25591128012053
3.83,0.46340662886952966,154.97079386853648,183.25620377369438
3.84,0.464718754644982,154.9531290837206,183.2564934787339
3.85,0.4660312524244853,154.93545501211935,183.25678052795175
3.86,0.46734412094054945,154.9177713947849,183.25706505649234
3.87,0.46865735892568455,154.9000774866091,183.25734720196886
3.88,0.46997096511240066,154.8823743193045,183.2576271045001
3.89,0.47128493823320794,154.86466133807977,183.2579049067461
3.9,0.4725992770206163,154.84693837007245,183.25818075394722
3.91,0.47391398020713604,154.82920615956616,183.25845479396057
3.92,0.475229046525277,154.81146386860237,183.25872717729857
3.93,0.4765444747054189,154.79371189365395,183.2589980571658
3.94,0.4778602634518284,154.77595069302492,183.25926758949367
3.95,0.4791764114512639,154.75817914702932,183.2595359329796
3.96,0.48049291739016026,154.7403982186091,183.2598032491308
3.97,0.4818097799549527,154.72260796705083,183.26006970230227
3.98,0.4831269978320763,154.704807335754,183.2603354597369
3.99,0.4844445697079661,154.68699750791214,183.26060069160508
4.0,0.4857624942690573,154.6691780923072,183.26086557104344
4.01,0.48708077020178486,154.6513485988932,183.2611302741964
4.0200000000000005,0.4883993961925841,154.63350992626295,183.26139498025543
4.03,0.48971837092788983,154.6156614027974,183.26165987149955
4.04,0.49103769309413736,154.59780310229382,183.2619251333363
4.05,0.49235736137776165,154.5799356400935,183.26219095434237
4.0600000000000005,0.493677374465198,154.56205806551853,183.26245752630462
4.07,0.4949977310428812,154.54417101353954,183.26272504426151
4.08,0.49631842979724655,154.52627481757477,183.2629937065434
4.09,0.49763946941472914,154.5083682492089,183.26326371481585
4.1,0.498960848581764,154.49045250195735,183.26353527411922
4.11,0.5002825659847864,154.47252739674997,183.2638085929119
4.12,0.5016046203102311,154.45459212435478,183.26408388311208
4.13,0.5029270102445336,154.43664773862437,183.2643613601384
4.14,0.5042497344741286,154.4186937349139,183.26464124295376
4.15,0.5055727916854516,154.40072986319706,183.26492375410615
4.16,0.5068961805649373,154.38275689637433,183.26520911977218
